main_category|sub_category|course_name|course_desc|instructor_name|instructor_job|base_price|final_price|rating|rating_count
business|Business|Merancang Produk yang Dicintai Pengguna berdasarkan Data|"<div><u><strong>Detail Kelas</strong></u><br>
<em>Design thinking</em> menjadi solusi dalam menciptakan produk yang digemari pengguna. Di kelas ini kamu akan mempelajari teknik merancang sebuah produk dengan memahami metode <em>design thinking</em>. Kamu akan belajar mulai dari mencari permasalahan, menentukan goal, merancang solusi dari permasalahan tersebut menjadi <em>prototype</em>, hingga memastikan bahwa produk tersebut siap untuk <em>go live</em>, dan sesuai dengan apa &nbsp;yang diinginkan pengguna <br>
</div>
<div><u><strong>Target Peserta</strong></u><br>
Kelas ini cocok untuk Product Designer, UX Researcher, Product Manager, Product Owner, Business Development Team, Product Engineer, ataupun Startup Co-Founder.<br>
</div>
<div><u><strong>Tujuan Umum</strong></u><br>
Kamu akan dapat menjelaskan cara membuat produk berdasarkan data yang sesuai dengan keinginan pengguna</div>"|Stevanus Christopel|VP of Design OVO|1039000|149000|5.0|64429
business|Business|Dasar-Dasar Membangun Bisnis Dropship untuk Wirausahawan|<div>Bisnis dropship adalah salah satu metode jual beli online, di mana badan usaha atau perorangan tidak melakukan penyetokan barang dan barang didapat dari jalinan kerja sama dengan supplier. Di era digital seperti saat ini, semakin banyak UMKM yang menggunakan platform digital sebagai media penjualannya. Menurut hasil survei We Are Social pada april 2021, sebanyak 88,1% pengguna internet di Indonesia memakai layanan e-commerce untuk membeli produk, dan ini merupakan angka tertinggi di dunia. Alasan ini yang menjadikan bisnis dropship masih memiliki peluang bisnis yang menguntungkan. Atas dasar inilah, Skill Academy menghadirkan kelas ini. Pada kelas ini, kamu akan mempelajari secara lengkap bagaimana cara memulai bisnis dropship dari awal hingga akhir. Materi yang akan dibahas dimulai dari apa itu bisnis dropship, bagaimana cara riset pasar dan kompetitor, bagaimana menemukan strategi pemasaran yang tepat, serta mengatur operasional bisnis, hingga tips mengelola bisnis dropship. Tidak hanya itu, kamu juga akan mendapatkan informasi seputar apa saja keuntungan memilih bisnis dropship sebagai sumber penghasilan. Bagi kamu yang tertarik berbisnis online maupun yang tertarik berbisnis dengan model dropship, atau bahkan merupakan pengusaha UMKM yang ingin mengekspansi bisnismu, maka kelas ini sangat cocok untuk kamu pelajari! Segera beli kelas ini dan tingkatkan bisnis dropship-mu secara maksimal!</div>|Hani Permata|Pengusaha Peralatan Rumah Tangga|650000|250000|0.0|0
business|Business|Membuat Inovasi Kemasan Makanan dan Minuman untuk Pengusaha UMKM Kuliner|"<div>Pengusaha UMKM kuliner mempunyai peran yang cukup besar dalam menciptakan berbagai inovasi kemasan makanan dan minuman yang akan diperjualbelikan. Saat ini kemasan menjadi hal yang penting bagi produk makanan karena menjadi pemicu daya tarik utama saat konsumen melihat makanan atau minuman. Kemasan yang kreatif dan inovatif mampu meningkatkan nilai ekonomi sebuah produk, karena akan terlihat menarik sehingga memicu pembelian dan meningkatkan daya beli konsumen terhadap produk yang dijual.</div>
<div><br></div>
<div>Oleh karena itu, sebagai seorang pengusaha UMKM kuliner mempunyai kesempatan dalam membuat inovasi kemasan, agar setiap makanan dan minuman yang dijual akan dikenali masyarakat berdasarkan ciri khas kemasan yang menarik perhatian. Hal ini tentu, menjadi nilai tambah bagi pengusaha UMKM kuliner karena kemasan produknya sudah tidak asing lagi oleh visual konsumennya. Jika dilihat dari kebiasaan masyarakat, mereka akan lebih tertarik dengan kemasan pada makanan dan minuman terlebih dahulu, apalagi jika rasa dan kelezatannya juga sesuai dengan kemasannya, pasti konsumen juga akan beli lagi dan lagi.</div>
<div><br></div>
<div>Pada kelas ini, Anda akan mempelajari materi tentang ide awal dalam membangun bisnis kuliner, pentingnya kemasan produk, mesin kemasan produk, bahan kemasan, membangun merek produk. Selain itu, Anda juga akan melihat praktik dan praktik langsung cara mendesain kemasan produk, kode dan label kemasan, cara pengemasan produk hingga cara memasarkan produk melalui kemasan.&nbsp;</div>
<div><br></div>
<div>Berawal dari hal itu, Anda akan banyak belajar dan sekaligus mencoba secara langsung membuat kemasan yang bagus sehingga Anda siap untuk membangun bisnis melalui usaha mikro ini. Jadi sudah siapkah Anda menjadi seorang pengusaha UMKM kuliner yang mempunyai bisnis kuliner dengan kemasan familiar dan dikenal oleh masyarakat secara luas? Tunggu apalagi, yuk beli kelasanya sekarang juga!&nbsp;</div>"|Delli Gunarsa|CEO Cv D&D Indonesia|500000|250000|0.0|0
business|Business|Business English: Presentasi, Negosiasi, Persuasi Bisnis dalam Bahasa Inggris|"<div>&nbsp;Bahasa Inggris bisnis adalah bentuk bahasa Inggris yang secara spesifik digunakan dalam ruang lingkup profesional, apapun bidang pekerjaannya. Di Indonesia sendiri, bahasa Inggris bisnis sudah menjadi makanan sehari-hari untuk menunjang keperluan formal di lingkungan kerja. Dalam ruang lingkup pekerjaan, kamu akan sering melakukan presentasi dalam bahasa Inggris hingga negosiasi baik dengan pihak internal maupun eksternal perusahaan. Dan keterampilan seseorang dalam berbahasa Inggris memiliki peran yang besar bagi kesuksesan perusahaan di era modern ini. Inilah mengapa, CEO jaman sekarang sangat memerlukan karyawan yang mampu berkomunikasi menggunakan bahasa Inggris secara profesional.&nbsp;</div>
<div><br></div>
<div>Bahasa Inggris yang sering kamu temui sehari-hari tentulah berbeda dengan bahasa Inggris untuk bisnis. Bahasa Inggris untuk bisnis memiliki tingkat formalitas yang lebih tinggi, diperlukan pemilihan kata yang lebih spesifik, hingga menerapkan struktur tata bahasa yang rapi. Selain itu, untuk mampu melakukan presentasi dan negosiasi dengan lancar dalam bahasa Inggris, diperlukan penerapan teknik-teknik yang tepat dan menarik. Itulah mengapa kamu perlu perlu belajar lebih detail terkait hal tersebut. Di kelas ini, kamu akan belajar presentasi, negosiasi hingga persuasi bisnis dalam bahasa Inggris. Pada topik presentasi, kamu akan mempelajari cara membuka dan menutup presentasi dengan benar, teknik menarik perhatian audiens, melakukan presentasi jika menggunakan data statistik/visual, hingga cara menangani sesi tanya jawab saat presentasi. Pada topik negosiasi, kamu akan mempelajari cara memulai dan menutup negosiasi, memberikan penawaran, ataupun menolak penawaran yang diberikan. Dan untuk melengkapi pemahaman kamu pada kelas ini, kamu akan mempelajari 10 teknik persuasi dalam bahasa Inggris bisnis serta 5 cara melatih bahasa Inggris bisnis secara mandiri. Dengan mempelajari bahasa Inggris bisnis, kamu akan memiliki lebih banyak kesempatan untuk berkarier di perusahaan global maupun berkomunikasi dengan pebisnis kelas atas.</div>
<div><br></div>
<div>Tentu kelas ini cocok bagi siapapun baik untuk karyawan, masyarakat umum, mahasiswa, dan juga fresh graduates yang ingin mempelajari bahasa Inggris bisnis untuk presentasi, negosiasi, dan persuasi. Bagaimana? Apakah kamu sudah siap belajar bahasa Inggris bisnis? Yuk ikuti kelasnya!&nbsp;</div>"|Kartika Anindya|Leadership Development Trainer|490000|225000|0.0|0
business|Business|Tenang di Hari Tua, Siapkan Dana Pensiun dari Sekarang|"<div>Ikuti kelas Perencanaan Dana Pensiun Dini Kaum Milenial.</div>
<div><br></div>
<div>Dalam kelas ini, Anda akan mengetahui cara mempersiapkan dana pensiun untuk menyiapkan bekal hari tua yang sejahtera. Kelas ini terdiri dari 22 video yang akan membahas mengenai dana-dana yang dibutuhkan, cara meningkatkan penghasilan aktif maupun pasif, jenis-jenis investasi yang dapat dilakukan baik saat usia produktif maupun di usia pensiun, serta pajak pensiun.</div>"|Melvin Mumpuni|FInancial Planner and CEO Finansialku.com|990000|149000|4.8|394
business|Business|Belajar Teknik Pola Pewarnaan pada Media Kain untuk UMKM|"<div><u><strong>Deskripsi Kelas:&nbsp;</strong></u></div>
<div>Berdasarkan data tahun 2021, produk domestik bruto dalam bidang ekonomi kreatif Indonesia didominasi oleh tiga subsektor utama yaitu kuliner,<em> fashion</em>, dan kriya. Dari data tersebut dapat disimpulkan bahwa industri tekstil bisa menjadi salah satu peluang usaha untuk sektor UMKM. Namun, industri tekstil juga menghasilkan limbah dalam jumlah yang besar. Oleh karena itu, pemilik toko atau pelaku UMKM perlu menghasilkan produk yang ramah lingkungan, serta memperhatikan aspek visual.&nbsp;</div>
<div><br></div>
<div>Ada dua teknik yang dapat digunakan dalam menghasilkan produk yang ramah lingkungan, yaitu teknik <em>ecoprint</em> dan <em>suminagashi</em>. Teknik <em>ecoprint </em>merupakan teknik pewarnaan dan pemberian motif pada kain dengan bahan-bahan alami yang berasal dari tumbuhan seperti kulit batang pohon, daun, bunga atau bagian tumbuhan lain yang mengandung pigmen warna. Teknik <em>ecoprint</em> dirasa istimewa karena sebagai bentuk penghargaan terhadap alam Indonesia. Sedangkan teknik <em>suminagashi </em>merupakan pewarnaan di atas permukaan air yang menghasilkan motif unik dan tidak dapat diulang kembali. Kedua teknik ini dapat menjadi alternatif dalam dunia <em>fashion</em> Indonesia, karena menghasilkan produk <em>fashion</em> dengan motif yang unik dan berdaya jual tinggi.&nbsp;</div>
<div><br></div>
<div>Bagi Anda pemilik toko atau pelaku UMKM di industri tekstil yang tertarik mempelajari kedua teknik tersebut, Anda bisa mengikuti kelas ini sampai akhir. Di kelas ini Anda akan belajar bagaimana menerapkan teknik pola pewarnaan pada bahan kain, dan potensi teknik <em>ecoprint </em>dan <em>suminagashi </em>untuk UMKM.&nbsp;</div>
<div><br></div>
<div><u><strong>Tujuan Umum:&nbsp;</strong></u></div>
<div>Peserta mampu menerapkan teknik pola pewarnaan (ecoprint atau suminagashi) pada media kain minimal 75% sesuai dengan SKKNI Nomor 322 Tahun 2009 Pencelupan Benang dan Kain saat mengerjakan tugas praktik.</div>
<div><br></div>
<div><u><strong>Tujuan Khusus:&nbsp;</strong></u></div>
<div>1. Peserta mampu menjelaskan proses mulai dari persiapan, proses utama hingga fiksasi dari seni olah kain yang diajarkan.</div>
<div>2. Peserta mampu membedakan macam-macam teknik pola pewarnaan.</div>
<div>3. Peserta mampu mempersiapkan alat dan bahan yang akan digunakan dalam proses <em>ecoprint </em>dan<em> suminagashi.</em></div>
<div>4.. Peserta mampu menerapkan teknik <em>ecoprint </em>dan <em>suminagashi</em> dari awal hingga fiksasi kain.</div>
<div>5. Peserta mampu menentukan bahan yang tepat juga mengerti bagaimana proses <em>finishing.</em></div>
<div>6. Peserta mampu cermat dan teliti dalam menerapkan teknik <em>ecoprint </em>dan <em>suminagashi </em>pada media kain.</div>
<div>7. Peserta mampu bertanggung jawab dalam menentukan bahan yang tepat untuk menghasilkan hasil seni <em>ecoprint</em> dan <em>suminagashi </em>yang berkualitas.&nbsp;</div>
<div><br></div>
<div><u><strong>Kelompok Sasaran &amp; Prasyarat</strong></u></div>
<div>1. Minimal pendidikan SMP/Sederajat</div>
<div>2. Pemilik bisnis rumahan dalam bidang tekstil&nbsp;</div>
<div>3. Masyarakat umum yang berencana atau akan memulai bisnis kain</div>
<div>4. Memiliki <em>laptop </em>atau<em> smartphone </em>dan jaringan internet yang stabil untuk mengakses materi <em>online</em></div>
<div>5. Memiliki pengetahuan dasar penggunaan <em>laptop</em> atau <em>smartphone</em></div>
<div><br></div>
<div><u><strong>Aspek Kompetensi</strong></u></div>
<figure><img src=""https://core-ruangguru.s3.amazonaws.com/assets/miscellaneous/image_xygx0i_4150.jpg""/></figure>
<div><br></div>
<figure><img src=""https://core-ruangguru.s3.amazonaws.com/assets/miscellaneous/image_ehpi3w_8734.jpg""/></figure>
<div><br></div>
<div><br></div>
<figure><img src=""https://core-ruangguru.s3.amazonaws.com/assets/miscellaneous/image_pmhm2j_87.jpg""/></figure>
<div><br></div>
<div><br></div>
<div><u><strong>Metode Ajar</strong></u></div>
<div>Ceramah, Peragaan, Praktik Mandiri, Membaca PDF, Simulasi&nbsp;</div>
<div><br></div>
<div><u><strong>Jadwal Sesi Tanya Jawab</strong></u></div>
<div>Tiap Jumat, jam 16.00-17.00 WIB bersama dengan Linda Lookman</div>
<div><br></div>
<div><u><strong>Tagging:&nbsp;</strong></u></div>
<div>Okupasi, Tenaga Usaha Jasa dan Tenaga Penjualan, Pelatihan Kerja Industri Kreatif Swasta, Memahami Teknik <em>Ecoprint</em> dan <em>Suminagash</em>i; Menerapkan Teknik <em>Ecoprint</em> dan <em>Suminagashi</em>; Cermat Menerapkan Teknik Ecoprint dan Suminagashi<em> , </em>Motif <em>Ecoprint</em>, Motif <em>Suminagashi</em>, Potensi Bisnis Kain&nbsp;</div>"|Linda Lookman|Owner dan Founder Klub Origami Indonesia|600000|600000|0.0|0
business|Business|Belajar Membuat Pastry bersama Petrus Gandamana|"<div>Makanan merupakan kebutuhan dasar setiap manusia, oleh karena itu bisnis kuliner atau bisnis di industri makanan semakin berkembang. Inovasi makanan pun semakin berkembang setiap harinya demi memenuhi kebutuhan konsumen.<br>
<em>Pastry </em>merupakan salah satu jenis makanan dari Prancis yang digemari oleh konsumen. <em>Pastry </em>merupakan salah satu jenis makanan yang proses pembuatannya cukup sulit, karakter adonannya khas, dan dekorasinya harus menarik. Hal ini juga yang mendorong adanya bisnis <em>pastry, </em>karena mengingat tidak semua orang dapat memproduksi <em>pastry</em> di rumah karena proses pembuatannya yang kompleks.<br>
Siapa sangka, dahulu konsumen hanya bisa menikmati <em>pastry </em>di hotel. Namun, saat ini kita bisa menemukan aneka <em>pastry </em>di toko roti, toko kue, resto, maupun kedai kopi.<br>
Kelas ini sangat cocok untuk kamu yang ingin belajar membuat <em>pastry </em>di rumah maupun yang ingin memulai bisnis <em>pastry </em>sendiri. Dalam kelas ini, kamu akan mempelajari karakteristik bahan yang digunakan, alat yang diperlukan, dan proses pembuatan beberapa pastry populer, seperti croissant, eclair, dan pie. Bagi &nbsp;yang ingin memulai bisnis pastry juga bisa mempelajari bagaimana cara dan teknik pembuatan pastry yang layak jual.&nbsp;</div>"|Petrus Gandamana|Founder BARECA Media|550000|250000|0.0|0
business|Business|Belajar Teknik Melukis di Air (Suminagashi) pada Media Kain|"<div>Untuk dapat meningkatkan nilai estetika dan keunikan suatu tekstil diperlukan teknik tertentu dalam pengolahannya, salah satunya adalah teknik<em> suminagashi </em>yang berasal dari jepang, hal unik yang dimilikinya adalah pengaplikasian warna pada kain dengan cara melukis di atas air sehingga menghasilkan motif berbeda pada setiap kain, yang sekaligus menambah nilai estetis dari produk <em>suminagashi. </em>Seni kuno dari Jepang ini dapat menghasilkan motif yang menarik seperti marbling namun dengan alur yang ringan layaknya tinta cina yang diteteskan ke permukaan air. Suminagashi dapat menghasilkan unsur warna dan motif yang tidak terduga dan menampilkan alur indah yang dapat dikembangkan. Teknik ini umum terdengar sebagai metode dalam paper marbling, namun jarang dipakai dalam menghias kain sebagai media yang dapat dikenakan masyarakat. Hal inilah yang kemudian ditinjau dan dieksplorasi untuk melihat kemungkinan dan potensi baru dari penggunaan bahan dan teknik untuk kemudian dihasilkan sebagai produk yang dapat dipakai oleh masyarakat. <br>
</div>
<div>Teknik <em>suminagashi </em>sangat menarik untuk dieksplorasi karena menghasilkan produk fashion dengan motif yang unik, bahkan penerapan <em>suminagashi</em> juga bisa menambah nilai jual sebuah produk dan membedakannya dengan kompetitor. Bagi Anda yang ingin memulai melukis <em>suminagashi </em>pada bahan kain, pelajari cara menerapkan tekniknya dari A-Z pada kelas ini, agar mendapatkan hasil yang maksimal pada UMKM anda.<br>
</div>
<div>Di kelas ini Anda akan mempelajari banyak hal, mulai dari pengenalan dan persiapan teknik <em>suminagashi</em>, macam teknik <em>suminagashi</em>, hingga pengembangan &nbsp;teknik <em>suminagashi </em>untuk bisnis Anda.&nbsp;</div>"|Linda Lookman|Owner dan Founder Klub Origami Indonesia |700000|300000|0.0|0
business|Business|Raup Untung Lewat Bisnis Budidaya Ikan Cupang|"<div>Selain menjadi hobi yang menyenangkan, budi daya ikan hias ternyata bisa menjadi sumber penghasilan lho! Salah satu budi daya ikan hias yang dapat menjadi ladang bisnis yang menjanjikan adalah budi daya ikan cupang atau <em>betta fish</em>.&nbsp;</div>
<div><br></div>
<div>Ikan cupang&nbsp;adalah salah satu primadona bagi para pecinta ikan hias. Sisik ikan cupang yang penuh warna, menjadi daya tarik tersendiri. Ditambah lagi, cara ternak dan&nbsp;budi daya ikan cupang untuk pemula juga tidak begitu sulit.&nbsp;</div>
<div><br></div>
<div>Hanya dengan botol bekas air mineral, toples kaca atau plastik, baskom, atau bahkan gelas, anda sudah bisa beternak ikan cupang. Di kelas ini, anda akan belajar cara budi daya ikan cupang, mulai dari persiapan budi daya, &nbsp;pemijahan, perawatan burayak, pembesaran ikan, proses panen, cara memasarkan ikan, hingga cara mengevaluasi budi daya.&nbsp;</div>
<div><br></div>
<div>Tunggu apalagi? Yuk ikuti kelasnya dan jadilah pembudi daya ikan cupang yang sukses!</div>"|Sarjana|Pembudi Daya Ikan Cupang|1039000|350000|4.7|94
business|Business|Menerapkan Cara Produksi Pangan Olahan yang Baik (CPPOB) bagi Pengusaha UMKM Kuliner|"<div>&nbsp;<u><strong>Deskripsi Kelas:</strong></u></div>
<div>Ketika menjalani sebuah bisnis, Anda tentu dianjurkan untuk memiliki proses bisnis yang baik, termasuk bagi pengusaha UMKM di bidang kuliner. Karena dalam berbisnis olahan pangan, ada banyak aspek yang sangat diperhatikan, seperti cara memproduksinya, bahan yang digunakan, hingga kemasan pun masuk ke dalam perhatian standarisasi produksi.&nbsp;</div>
<div><br></div>
<div>Maka, di kelas ini Anda akan mempelajari proses produksi pangan olahan yang baik. Dimulai dari memahami keamanan pangan, mengenali seluk beluk cara produksi pangan olahan yang baik (CPPOB) beserta ruang lingkupnya, lalu menerapkan persyaratan lingkungan, lokasi dan bangunan yang sesuai standar, cara menangani limbah dan program sanitasi yang harus diterapkan. Lalu, mempelajari bagaimana cara pengendalian proses dan kontaminasi, pengendalian hama, menerapkan fasilitas dan kebersihan dari karyawan Anda, hingga pada materi pengemasan dan penarikan produk dan penyimpanan akhir produk.&nbsp;</div>
<div><br></div>
<div>Tunggu apalagi? Yuk beli kelasnya!</div>
<div><br></div>
<div><u><strong>Tujuan Umum:&nbsp;</strong></u></div>
<div><br>
Peserta mampu menampilkan penguasaan minimal 61% dalam menyusun dokumen kelengkapan pengajuan izin CPPOB pada saat mengerjakan tugas praktik mandiri.</div>
<div><br></div>
<div><u><strong>Tujuan Khusus:&nbsp;</strong></u></div>
<div><br>
1. Menjelaskan pengertian keamanan pangan</div>
<div>2. Memahami tujuan dari adanya aturan keamanan pangan</div>
<div>3. Menguraikan ruang lingkup CPPOB</div>
<div>4. Menentukan lokasi dan lingkungan tempat produksi yang sesuai dengan ketentuan CPPOB</div>
<div>5. Menerapkan tata cara pemeliharaan higiene dan sanitasi sesuai dengan ketentuan CPPOB</div>
<div>6. Menerapkan tata cara penyimpanan bahan dan alat produksi sesuai dengan ketentuan CPPOB</div>
<div>7. Menerapkan prosedur penarikan produk sesuai dengan ketentuan CPPOB</div>
<div>8. Cermat dalam menentukan lokasi dan lingkungan tempat produksi</div>
<div>9. Patuh terhadap ketentuan CPPOB mengenai cara penyimpanan bahan dan alat produksi</div>
<div>10. Cermat dan teliti dalam pengawasan proses dan pengawasan bahan</div>
<div><br></div>
<div><u><strong>Kelompok Sasaran &amp; Prasyarat</strong></u></div>
<div><br></div>
<div>1. Minimal pendidikan SMP/sederajat</div>
<div>2. Masyarakat umum yang sudah memiliki usaha kuliner</div>
<div>3. Masyarakat umum yang ingin memulai usaha kuliner</div>
<div>4. Masyarakat umum yang tertarik di bidang keamanan pangan</div>
<div>5. Memiliki gawai (laptop/PC/smartphone) dengan koneksi internet stabil untuk mengakses materi online</div>
<div>6. Memiliki pengetahuan dasar penggunaan gawai (laptop/PC/smartphone)</div>
<div><br></div>
<div><u><strong>Aspek Kompetensi</strong></u></div>
<div><br></div>
<figure><img src=""https://core-ruangguru.s3.amazonaws.com/assets/miscellaneous/image_1aftvf_7091.jpg""/></figure>
<div><br></div>
<figure><img src=""https://core-ruangguru.s3.amazonaws.com/assets/miscellaneous/image_yatnil_2920.jpg""/></figure>
<div><br></div>
<figure><img src=""https://core-ruangguru.s3.amazonaws.com/assets/miscellaneous/image_tnytvt_9120.jpg""/></figure>
<div><br></div>
<div><u><strong>Metode Ajar</strong></u></div>
<div><br></div>
<div>Ceramah, Peragaan, Studi Kasus, Membaca Handbook</div>
<div><br></div>
<div><u><strong>Jadwal Sesi Tanya Jawab</strong></u></div>
<div><br></div>
<div>Tiap Jumat, jam 16.00-17.00 WIB bersama dengan Syamsul Arifin</div>
<div><br></div>
<div><u><strong>Tagging:&nbsp;</strong></u></div>
<div><br></div>
<div>Okupasi; Tenaga Usaha Jasa dan Tenaga Penjualan; Pengusaha UMKM Kuliner; Menjelaskan ruang lingkup CPPOB; Menentukan lokasi produksi sesuai CPPOB;Teliti dalam memilih bahan produksi pangan olahan; Keamanan pangan; CPPOB; Sanitasi; Higiene</div>"|Syamsul Arifin|Registered Auditor for Food Safety|550000|550000|5.0|1
business|Business|Memulai Bisnis Ternak Ayam Petelur bagi Pengusaha Peternak Unggas|"<div><strong>Deskripsi Kelas:&nbsp;</strong></div>
<div>Dalam sebuah kehidupan, aspek pangan, papan dan sandang merupakan kebutuhan prioritas setiap sumber daya manusia. Maka, tidak sedikit orang yang mau membangun bisnis di dalam ketiga aspek tersebut. Khususnya kali ini, aspek pangan melalui bisnis budidaya ayam petelur. Di mana ayam merupakan sebuah komoditas yang cukup menjanjikan di dunia bisnis. Karena ayam beserta produknya yaitu telur, menjadi salah satu bahan pangan yang digunakan dan dicari oleh populasi manusia, sehingga dapat dikatakan membudidayakan ayam petelur memiliki prospek yang tinggi pula.</div>
<div><br></div>
<div>Kelas ini cocok bagi Anda, calon pengusaha peternak unggas, khususnya ayam petelur. Karena di kelas ini Anda akan mempelajari cara memulai bisnis budidaya ayam petelur, dimulai dari pencarian bibit atau <em>day old chicken</em> hingga pengembangan bisnis dari ternak ayam petelur. Namun, tidak hanya kedua hal tersebut, di sini Anda juga akan mempelajari manajemen tenaga kerja, proses produksi pakan dan minum untuk ayam, mempelajari proses persiapan panen telur, cara panen, dan pasca panen. Anda pun juga dibekali ilmu untuk manajemen perkandangan, seperti apa bentuk kandang yang baik bagi ayam petelur yang Anda miliki.</div>
<div><br></div>
<div>Setelah ilmu pencarian bibit dan perkandangan Anda pahami, di kelas ini juga akan menjelaskan seperti apa cara merawat ayam ternak. Seperti, mempelajari cara mengenali penyakit ayam yang sering meradang pada hewan, cara menanggulangi penyakit, hingga mempelajari cara menanggulangi limbah ternak ayam yang Anda miliki. Terakhir, Andapun akan diarahkan bagaimana cara pengiriman telur, hingga memasarkan telur kepada <em>channel</em> yang menjanjikan di kalangan bisnis ayam petelur.</div>
<div>Tunggu apalagi? Segera beli kelasnya!</div>
<div><br></div>
<div><strong>Tujuan Umum:<br>
</strong>Peserta mampu menerapkan strategi bisnis &nbsp;dalam pengelolaan peternakan ayam petelur sesuai dengan prosedur bisnis&nbsp;</div>
<div><br></div>
<div><strong>Tujuan Khusus:<br>
</strong>1. Peserta mampu &nbsp;menjelaskan cara menghitung modal bisnis untuk peternakan sederhana</div>
<div>2. Peserta mampu &nbsp;menjelaskan tugas-tugas operasional yang perlu dilakukan oleh petugas harian kandang&nbsp;</div>
<div>3. Peserta mampu &nbsp;merinci jumlah petugas kandang harian</div>
<div>4. Peserta mampu &nbsp;mengklasifikasikan kelebihan &amp; kekurangan masing-masing jenis ayam petelur</div>
<div>5. Peserta mampu &nbsp;memilih bibit ayam yang unggulan</div>
<div>6. Peserta mampu &nbsp;mengklasifikasikan berbagai jenis tingkah laku ayam petelur</div>
<div>7. Peserta mampu &nbsp;mempraktekkan cara pemeliharaan ayam petelur berdasarkan range usia</div>
<div>8. Peserta mampu mempraktekkan cara pemeliharaan ayam petelur yang dilakukan berkala&nbsp;</div>
<div>9. Peserta mampu teliti dalam merinci kebutuhan yang dibutuhkan untuk memulai bisnis peternakan ayam petelur</div>
<div>10. Peserta mampu &nbsp;responsif terhadap kebutuhan pasar</div>
<div><br></div>
<div><strong>Kelompok Sasaran &amp; Prasyarat</strong></div>
<div>- Minimal SMA/sedrajat</div>
<div>- Masyarakat umum yang tertarik dengan bisnis ayam petelur&nbsp;</div>
<div>- Pebisnis ternak yang inign mengembangkan bisnisnya</div>
<div>- Pebisnis ayam pedaging yang ingin mengembangkan bisnisnya</div>
<div>- Pebisnis pemula ayam petelur&nbsp;</div>
<div>- Memiliki gawai (PC/Laptop/Tab/Smart phone)&nbsp;</div>
<div>- Memiliki jaringan internet untuk mengakses materi video secara online</div>
<div><br></div>
<div><strong>Aspek Kompetensi</strong></div>
<div><br></div>
<figure><img src=""https://core-ruangguru.s3.amazonaws.com/assets/miscellaneous/image_pycwl9_448.jpg""/></figure>
<div><br></div>
<figure><img src=""https://core-ruangguru.s3.amazonaws.com/assets/miscellaneous/image_1x48e4_8949.jpg""/></figure>
<div><br></div>
<figure><img src=""https://core-ruangguru.s3.amazonaws.com/assets/miscellaneous/image_ykxzhl_3422.jpg""/></figure>
<div><br></div>
<div><strong>Metode Ajar</strong></div>
<div>Ceramah, Peragaan, Studi Kasus, Belajar Mandiri</div>
<div><br></div>
<div><strong>Jadwal Sesi Tanya Jawab</strong></div>
<div>Tiap Jumat, jam 16.00-17.00 WIB bersama dengan Abdul Ghofur</div>
<div><br></div>
<div><strong>Tagging:&nbsp;</strong></div>
<div>Wirausaha; Pertanian, Kehutanan, dan Perikanan; Pengusaha Peternak Unggas; Mengestimasikan jumlah petugas kandang harian; Menghitung komposisi pakan ayam petelur harian; Responsif terhadap kebutuhan pasar; Prasyarat Lokasi &amp; Manajemen Kandang; Pelaksanaan Peternakan; Pemasaran Telur</div>"|Abdul Ghofur|Peternak Ayam Petelur|550000|550000|4.9|330
